lot_name,lot_date,wafer_id,die_id,vdd_core,junction_temp,leakage_current,ring_oscillator_speed,thermal_resistance,ir_drop_estimate,silicon_lot_id,fmax_predicted,pass_fail,bin
LOT-2414,2024-07-01,W07,D002,0.956,60.7,5.0,994.3,22.77,28.18,4,1591.7742707638745,PASS,BIN1-Target
LOT-2414,2024-07-01,W07,D003,0.919,61.2,14.3,1012.3,18.59,29.2,4,1556.972564681791,PASS,BIN1-Target
LOT-2414,2024-07-01,W07,D004,0.942,106.3,33.55,1113.0,20.08,33.78,4,1557.1597545915322,PASS,BIN1-Target
LOT-2414,2024-07-01,W07,D005,0.966,81.8,31.32,1216.8,22.42,38.93,4,1706.3188329421218,PASS,BIN0-Premium
LOT-2414,2024-07-01,W07,D006,0.878,73.9,5.0,800.0,19.12,41.24,4,1293.7442040074488,PASS,BIN3-Below
LOT-2414,2024-07-01,W07,D007,0.741,98.6,38.4,967.1,22.57,19.06,4,1146.5189194340537,FAIL,BIN4-Low
LOT-2414,2024-07-01,W07,D008,0.931,66.9,7.59,885.6,26.59,18.51,4,1471.8721566020636,PASS,BIN1-Target
LOT-2414,2024-07-01,W08,D001,0.994,72.4,53.77,1092.7,21.49,28.88,4,1750.8971225931837,PASS,BIN0-Premium
LOT-2414,2024-07-01,W08,D002,0.916,90.9,42.59,1260.7,17.59,39.39,4,1647.1577328735568,PASS,BIN0-Premium
LOT-2414,2024-07-01,W08,D003,0.894,53.0,10.08,859.4,24.03,19.85,4,1433.1601865577527,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W08,D004,0.977,78.6,27.93,1051.0,32.72,34.56,4,1605.8346836232317,PASS,BIN0-Premium
LOT-2414,2024-07-01,W08,D005,0.913,80.7,7.42,1045.5,24.92,39.44,4,1474.1326527081326,PASS,BIN1-Target
LOT-2414,2024-07-01,W08,D006,0.921,78.7,35.51,1011.5,19.75,23.39,4,1546.6086288676408,PASS,BIN1-Target
LOT-2414,2024-07-01,W08,D007,0.906,100.2,14.28,828.9,24.81,26.83,4,1310.5542380343468,PASS,BIN3-Below
LOT-2414,2024-07-01,W08,D008,0.932,77.1,13.4,1116.0,26.24,41.12,4,1560.1089019034546,PASS,BIN1-Target
LOT-2414,2024-07-01,W09,D001,1.004,62.8,30.27,1246.0,35.0,38.16,4,1801.0082412543861,PASS,BIN0-Premium
LOT-2414,2024-07-01,W09,D002,0.938,78.0,20.64,1097.9,19.65,44.5,4,1581.8343139074411,PASS,BIN1-Target
LOT-2414,2024-07-01,W09,D003,0.777,58.8,29.94,1222.4,23.68,16.81,4,1453.509553278063,PASS,BIN1-Target
LOT-2414,2024-07-01,W09,D004,0.933,42.3,5.0,1070.5,24.41,31.07,4,1632.5151455902796,PASS,BIN0-Premium
LOT-2414,2024-07-01,W09,D005,0.847,87.6,29.89,1007.5,18.08,43.57,4,1356.8122209691376,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W09,D006,0.886,45.4,56.67,1020.5,14.24,27.3,4,1608.7035679519995,PASS,BIN0-Premium
LOT-2414,2024-07-01,W09,D007,0.809,25.0,34.02,963.4,20.18,39.98,4,1422.5423308751551,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W09,D008,0.886,72.9,40.22,1130.9,18.37,37.81,4,1557.7193801694673,PASS,BIN1-Target
LOT-2414,2024-07-01,W10,D001,0.876,87.8,28.12,1103.5,17.26,31.15,4,1484.8592504374526,PASS,BIN1-Target
LOT-2414,2024-07-01,W10,D002,0.868,59.2,5.86,856.4,19.75,39.98,4,1347.1654643661059,PASS,BIN3-Below
LOT-2414,2024-07-01,W10,D003,0.86,65.1,7.74,1102.5,20.07,25.13,4,1488.2259682811039,PASS,BIN1-Target
LOT-2414,2024-07-01,W10,D004,0.922,82.2,24.74,1104.3,22.0,51.91,4,1532.8756678530754,PASS,BIN1-Target
LOT-2414,2024-07-01,W10,D005,0.857,99.9,5.0,1119.9,11.48,33.11,4,1417.38618324414,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W10,D006,0.791,59.8,26.95,1043.8,25.44,36.34,4,1331.5938471345287,PASS,BIN3-Below
LOT-2414,2024-07-01,W10,D007,0.839,81.0,31.54,1146.4,18.54,50.57,4,1432.001370983817,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W10,D008,0.845,80.4,21.51,1205.0,22.24,33.47,4,1481.3528575905962,PASS,BIN1-Target
LOT-2414,2024-07-01,W11,D001,0.858,76.9,19.38,1076.0,34.93,41.22,4,1383.316865838599,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W11,D002,0.839,73.8,20.67,991.9,10.0,31.72,4,1399.1971875304025,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W11,D003,0.868,97.2,8.99,1265.4,17.09,27.72,4,1526.3430388980887,PASS,BIN1-Target
LOT-2414,2024-07-01,W11,D004,0.904,102.5,20.11,1077.8,26.79,40.11,4,1430.9174013202892,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W11,D005,0.908,64.3,5.0,1176.1,22.85,35.87,4,1593.0032428199013,PASS,BIN1-Target
LOT-2414,2024-07-01,W11,D006,0.742,72.1,26.94,982.3,18.12,6.88,4,1241.9768847992275,FAIL,BIN4-Low
LOT-2414,2024-07-01,W11,D007,0.926,88.0,18.12,959.9,32.87,21.01,4,1443.799181179428,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W11,D008,0.846,95.3,6.95,1110.4,16.61,45.35,4,1371.683308612473,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W12,D001,0.861,72.6,8.57,1095.9,18.01,19.32,4,1483.2802817039055,PASS,BIN1-Target
LOT-2414,2024-07-01,W12,D002,0.837,100.1,46.5,1116.0,32.72,32.19,4,1363.7607212560363,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W12,D003,0.916,111.7,29.65,992.9,30.26,26.36,4,1399.9275697203889,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W12,D004,0.946,55.1,50.65,939.5,22.1,55.29,4,1571.273157685662,PASS,BIN1-Target
LOT-2414,2024-07-01,W12,D005,0.802,82.5,29.3,1131.4,21.99,26.07,4,1375.5922437831596,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W12,D006,0.871,67.3,19.65,1022.6,22.27,54.48,4,1418.6503597554101,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W12,D007,0.956,74.0,36.21,1105.0,25.21,36.0,4,1642.6292052098586,PASS,BIN0-Premium
LOT-2414,2024-07-01,W12,D008,0.961,35.0,21.38,1134.0,28.53,34.98,4,1740.2762238318626,PASS,BIN0-Premium
LOT-2414,2024-07-01,W13,D001,0.854,94.7,8.43,1028.9,21.47,40.59,4,1332.7938603068749,PASS,BIN3-Below
LOT-2414,2024-07-01,W13,D002,0.806,63.3,27.86,1280.7,17.48,49.5,4,1497.4644879462262,PASS,BIN1-Target
LOT-2414,2024-07-01,W13,D003,0.914,102.5,40.24,1235.1,15.38,46.99,4,1591.9158961153084,PASS,BIN1-Target
LOT-2414,2024-07-01,W13,D004,0.809,45.1,42.7,1141.9,25.77,22.23,4,1498.2426052026497,PASS,BIN1-Target
LOT-2414,2024-07-01,W13,D005,0.888,91.5,5.0,1169.2,20.38,34.94,4,1493.6309016688103,PASS,BIN1-Target
LOT-2414,2024-07-01,W13,D006,0.838,94.1,5.0,907.8,16.51,58.52,4,1217.6765293504047,FAIL,BIN4-Low
LOT-2414,2024-07-01,W13,D007,0.901,70.2,6.86,1029.6,28.87,29.47,4,1471.245936619509,PASS,BIN1-Target
LOT-2414,2024-07-01,W13,D008,0.855,100.3,26.8,1012.2,30.04,18.72,4,1338.5544081841952,PASS,BIN3-Below
LOT-2414,2024-07-01,W14,D001,0.848,31.0,21.79,889.4,25.63,45.22,4,1394.5043273909944,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W14,D002,1.026,96.0,39.94,1183.4,25.59,32.18,4,1769.613601203125,PASS,BIN0-Premium
LOT-2414,2024-07-01,W14,D003,0.809,111.5,28.73,1026.9,17.35,35.97,4,1252.0834012771259,PASS,BIN3-Below
LOT-2414,2024-07-01,W14,D004,0.856,101.8,16.51,1182.9,26.78,58.13,4,1377.7504337633775,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W14,D005,0.774,67.2,15.44,1075.4,30.33,45.71,4,1258.4813782729188,PASS,BIN3-Below
LOT-2414,2024-07-01,W14,D006,0.901,80.8,20.53,1007.8,17.75,52.41,4,1448.210936724959,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W14,D007,0.775,61.5,7.45,1169.1,29.22,39.46,4,1333.7069801897862,PASS,BIN3-Below
LOT-2414,2024-07-01,W14,D008,0.882,108.7,27.24,1077.3,23.57,41.46,4,1391.815028641765,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W15,D001,0.844,32.6,27.62,857.3,16.0,36.38,4,1413.9314167975426,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W15,D002,0.84,58.5,20.81,1129.0,29.94,49.23,4,1433.794024173134,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W15,D003,0.928,99.4,5.0,1132.0,28.92,40.68,4,1488.9195361639622,PASS,BIN1-Target
LOT-2414,2024-07-01,W15,D004,0.847,97.8,5.0,1166.6,28.25,35.8,4,1376.713724817573,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W15,D005,0.815,72.4,26.59,964.4,24.36,38.86,4,1295.0825327796026,PASS,BIN3-Below
LOT-2414,2024-07-01,W15,D006,0.873,89.2,10.71,971.6,29.04,39.74,4,1327.2652405007,PASS,BIN3-Below
LOT-2414,2024-07-01,W15,D007,0.843,95.2,47.03,1172.2,19.1,21.26,4,1479.355880208871,PASS,BIN1-Target
LOT-2414,2024-07-01,W15,D008,0.967,73.2,10.53,833.7,23.93,45.78,4,1461.2597300869627,PASS,BIN1-Target
LOT-2414,2024-07-01,W16,D001,0.873,59.9,5.0,1170.3,29.1,13.72,4,1551.0179817110238,PASS,BIN1-Target
LOT-2414,2024-07-01,W16,D002,0.981,41.5,35.26,1314.3,24.64,21.22,4,1916.772285089428,PASS,BIN0-Premium
LOT-2414,2024-07-01,W16,D003,0.894,71.8,18.25,1223.4,22.38,32.59,4,1599.3188021261103,PASS,BIN1-Target
LOT-2414,2024-07-01,W16,D004,0.864,61.7,6.52,1042.6,26.1,57.49,4,1400.0296368175582,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W16,D005,0.999,74.2,32.07,813.7,24.51,33.45,4,1546.800570646627,PASS,BIN1-Target
LOT-2414,2024-07-01,W16,D006,0.888,92.5,28.3,1088.1,29.84,25.06,4,1455.9711912461287,PASS,BIN1-Target
LOT-2414,2024-07-01,W16,D007,0.919,92.2,8.74,1261.0,27.21,23.59,4,1602.8918678076452,PASS,BIN0-Premium
LOT-2414,2024-07-01,W16,D008,0.906,110.4,5.0,1048.1,28.25,45.73,4,1366.107935101879,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W17,D001,0.803,49.1,53.29,1147.9,22.77,27.63,4,1494.842885720312,PASS,BIN1-Target
LOT-2414,2024-07-01,W17,D002,0.889,102.5,28.95,898.9,28.6,45.82,4,1293.4849097072934,PASS,BIN3-Below
LOT-2414,2024-07-01,W17,D003,0.823,61.8,42.44,990.5,24.47,29.74,4,1383.7949683156046,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W17,D004,0.946,106.0,50.53,972.7,27.39,22.03,4,1496.5030517183077,PASS,BIN1-Target
LOT-2414,2024-07-01,W17,D005,0.995,73.3,8.11,923.5,27.38,36.87,4,1564.874953198987,PASS,BIN1-Target
LOT-2414,2024-07-01,W17,D006,0.871,82.4,16.08,1225.4,18.91,39.81,4,1529.8306824714539,PASS,BIN1-Target
LOT-2414,2024-07-01,W17,D007,0.915,58.1,5.0,1049.3,22.17,42.96,4,1537.0174876978142,PASS,BIN1-Target
LOT-2414,2024-07-01,W17,D008,0.802,59.8,50.34,983.6,18.67,39.2,4,1360.0551063075095,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W18,D001,0.804,77.1,10.48,1192.7,19.99,44.79,4,1385.2391593203565,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W18,D002,0.893,84.7,25.03,1122.1,30.76,49.18,4,1462.2557953773587,PASS,BIN1-Target
LOT-2414,2024-07-01,W18,D003,0.81,122.0,19.73,1076.0,22.05,30.14,4,1240.313025912456,FAIL,BIN4-Low
LOT-2414,2024-07-01,W18,D004,0.86,50.2,25.79,959.1,16.42,42.63,4,1446.7267702848612,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W18,D005,0.812,111.5,5.0,999.2,30.62,37.13,4,1169.9531385684788,FAIL,BIN4-Low
LOT-2414,2024-07-01,W18,D006,0.901,38.1,23.72,962.7,26.0,15.14,4,1562.0101104373089,PASS,BIN1-Target
LOT-2414,2024-07-01,W18,D007,0.789,91.5,20.49,1042.1,27.8,19.27,4,1257.907342021755,PASS,BIN3-Below
LOT-2414,2024-07-01,W18,D008,0.781,69.0,44.46,1070.0,30.32,28.38,4,1323.7896098202423,PASS,BIN3-Below
LOT-2414,2024-07-01,W19,D001,0.983,87.1,5.24,936.8,24.91,28.55,4,1533.1433078356804,PASS,BIN1-Target
LOT-2414,2024-07-01,W19,D002,0.889,91.5,22.87,1057.3,22.16,31.65,4,1449.3281319863809,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W19,D003,0.873,100.0,21.03,800.0,21.07,27.05,4,1253.508189400336,PASS,BIN3-Below
LOT-2414,2024-07-01,W19,D004,0.981,79.9,30.0,1107.3,27.35,39.91,4,1654.5136435572758,PASS,BIN0-Premium
LOT-2414,2024-07-01,W19,D005,0.844,70.6,8.58,1256.0,34.72,39.75,4,1471.2713752881398,PASS,BIN1-Target
LOT-2414,2024-07-01,W19,D006,0.889,87.3,35.82,944.2,35.0,42.35,4,1352.220597003215,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W19,D007,1.002,62.9,41.14,1051.9,32.74,35.59,4,1705.0057155335833,PASS,BIN0-Premium
LOT-2414,2024-07-01,W19,D008,0.904,100.2,5.0,928.6,21.03,26.96,4,1366.8861853400872,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W20,D001,0.851,61.0,33.65,1053.6,20.88,27.92,4,1477.3194772161307,PASS,BIN1-Target
LOT-2414,2024-07-01,W20,D002,0.996,101.3,34.01,1072.0,21.57,45.85,4,1620.6814375545455,PASS,BIN0-Premium
LOT-2414,2024-07-01,W20,D003,0.802,49.1,14.3,1134.7,28.67,39.29,4,1403.0943024080384,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W20,D004,0.922,78.8,10.54,997.1,26.23,34.76,4,1472.8693823397919,PASS,BIN1-Target
LOT-2414,2024-07-01,W20,D005,0.881,73.6,13.09,997.0,22.96,44.61,4,1410.3375057567416,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W20,D006,0.738,100.2,35.68,803.7,26.23,28.19,4,1011.4057891305557,FAIL,BIN5-Reject
LOT-2414,2024-07-01,W20,D007,0.886,115.0,31.41,1066.1,20.05,44.38,4,1388.061765378298,PASS,BIN2-Guardband
LOT-2414,2024-07-01,W20,D008,0.956,39.4,29.15,975.9,23.92,6.02,4,1692.359470354573,PASS,BIN0-Premium
LOT-2415,2024-07-01,W01,D001,1.017,118.9,36.76,1146.8,29.06,13.09,0,1628.4177130647827,PASS,BIN0-Premium
LOT-2415,2024-07-01,W01,D002,0.885,59.6,46.97,1058.3,24.62,15.75,0,1507.8585190556269,PASS,BIN1-Target
LOT-2415,2024-07-01,W01,D003,0.92,72.9,48.12,1185.3,22.48,38.27,0,1588.0489218654989,PASS,BIN1-Target
LOT-2415,2024-07-01,W01,D004,0.86,108.5,23.88,1155.5,27.36,40.45,0,1325.5218825199474,PASS,BIN3-Below
LOT-2415,2024-07-01,W01,D005,0.86,45.1,47.58,1021.6,20.1,40.68,0,1454.7870561147174,PASS,BIN1-Target
LOT-2415,2024-07-01,W01,D006,0.955,74.9,14.68,978.0,22.67,22.98,0,1504.6620927393697,PASS,BIN1-Target
LOT-2415,2024-07-01,W01,D007,0.958,63.5,52.32,1232.9,21.0,31.41,0,1728.3916356421535,PASS,BIN0-Premium
LOT-2415,2024-07-01,W01,D008,0.984,102.7,17.36,900.2,23.71,5.0,0,1467.5899008069146,PASS,BIN1-Target
LOT-2415,2024-07-01,W02,D001,0.931,90.6,68.6,1176.6,19.19,33.11,0,1600.6122700748754,PASS,BIN0-Premium
LOT-2415,2024-07-01,W02,D002,0.895,79.1,39.24,1173.1,35.0,42.51,0,1464.5545280668027,PASS,BIN1-Target
LOT-2415,2024-07-01,W02,D003,0.909,45.0,50.66,945.8,22.78,33.54,0,1504.2264588637297,PASS,BIN1-Target
LOT-2415,2024-07-01,W02,D004,0.911,95.9,62.61,1286.9,32.18,40.82,0,1558.38863922474,PASS,BIN1-Target
LOT-2415,2024-07-01,W02,D005,0.987,99.8,18.03,902.0,17.51,41.59,0,1446.9063895076463,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W02,D006,0.951,73.1,26.96,999.2,21.55,60.0,0,1477.700713525499,PASS,BIN1-Target
LOT-2415,2024-07-01,W02,D007,0.93,77.6,57.38,1169.5,19.03,28.0,0,1621.847599354999,PASS,BIN0-Premium
LOT-2415,2024-07-01,W02,D008,0.969,104.6,23.07,1081.9,32.12,25.36,0,1494.845495628796,PASS,BIN1-Target
LOT-2415,2024-07-01,W03,D001,0.908,49.8,33.54,1159.3,26.34,31.15,0,1590.0215886210901,PASS,BIN1-Target
LOT-2415,2024-07-01,W03,D002,1.032,107.4,49.07,948.0,27.09,46.66,0,1536.471233260865,PASS,BIN1-Target
LOT-2415,2024-07-01,W03,D003,0.929,102.6,66.93,1350.0,16.31,46.92,0,1656.8517993585317,PASS,BIN0-Premium
LOT-2415,2024-07-01,W03,D004,0.925,112.5,69.03,900.4,13.74,37.6,0,1380.6348403550091,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W03,D005,0.898,76.1,60.56,918.1,23.84,53.11,0,1369.3493120871349,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W03,D006,0.856,91.6,32.94,953.5,22.15,56.33,0,1243.3203230429124,FAIL,BIN4-Low
LOT-2415,2024-07-01,W03,D007,0.901,45.8,37.68,801.1,28.03,30.24,0,1374.5847274055689,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W03,D008,0.904,125.0,19.68,1226.0,20.5,34.68,0,1430.433456521666,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W04,D001,0.984,96.2,20.97,1000.3,24.52,13.25,0,1533.1982243586015,PASS,BIN1-Target
LOT-2415,2024-07-01,W04,D002,0.992,36.5,19.35,943.0,22.44,50.64,0,1611.9441396793238,PASS,BIN0-Premium
LOT-2415,2024-07-01,W04,D003,0.951,70.1,61.39,972.9,23.7,56.85,0,1508.6334120522781,PASS,BIN1-Target
LOT-2415,2024-07-01,W04,D004,0.867,84.3,26.49,995.5,24.76,32.88,0,1325.647312954507,PASS,BIN3-Below
LOT-2415,2024-07-01,W04,D005,1.005,74.6,32.75,1000.4,33.48,21.08,0,1600.0435951806598,PASS,BIN0-Premium
LOT-2415,2024-07-01,W04,D006,0.958,104.0,13.26,1087.3,26.5,39.37,0,1464.544733717534,PASS,BIN1-Target
LOT-2415,2024-07-01,W04,D007,0.95,84.2,66.31,1104.7,32.46,46.68,0,1544.1390191184778,PASS,BIN1-Target
LOT-2415,2024-07-01,W04,D008,0.848,37.3,41.91,968.4,27.19,34.5,0,1401.436978498646,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W05,D001,0.977,125.0,28.88,1104.0,26.85,33.63,0,1482.271399541178,PASS,BIN1-Target
LOT-2415,2024-07-01,W05,D002,0.898,62.5,27.66,983.7,18.26,40.45,0,1439.3956683620652,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W05,D003,0.927,94.9,36.19,1085.0,15.82,44.21,0,1483.1587796562544,PASS,BIN1-Target
LOT-2415,2024-07-01,W05,D004,0.892,89.2,44.45,954.2,29.51,18.05,0,1362.6314798931187,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W05,D005,0.898,81.0,51.12,991.2,29.3,23.05,0,1417.2790784301824,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W05,D006,0.945,68.3,62.06,942.4,18.75,51.18,0,1508.6101041870754,PASS,BIN1-Target
LOT-2415,2024-07-01,W05,D007,0.912,104.0,17.63,900.7,23.16,29.7,0,1299.9870384286614,PASS,BIN3-Below
LOT-2415,2024-07-01,W05,D008,0.858,84.7,25.16,1023.7,26.27,37.14,0,1312.6604257845006,PASS,BIN3-Below
LOT-2415,2024-07-01,W06,D001,0.989,63.8,29.01,1087.1,28.14,42.96,0,1629.5080155192518,PASS,BIN0-Premium
LOT-2415,2024-07-01,W06,D002,0.903,78.7,35.22,992.6,13.37,20.55,0,1466.8311658365624,PASS,BIN1-Target
LOT-2415,2024-07-01,W06,D003,0.907,113.1,21.76,1112.3,23.45,49.45,0,1369.1947742135233,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W06,D004,0.962,100.3,47.04,1043.7,20.74,38.25,0,1514.7489204443812,PASS,BIN1-Target
LOT-2415,2024-07-01,W06,D005,0.89,81.4,58.62,907.1,27.68,43.96,0,1334.488932545486,PASS,BIN3-Below
LOT-2415,2024-07-01,W06,D006,0.933,100.5,57.38,869.3,28.99,35.35,0,1348.9370948687313,PASS,BIN3-Below
LOT-2415,2024-07-01,W06,D007,0.994,102.0,52.7,1125.5,21.08,46.71,0,1610.2225796322468,PASS,BIN0-Premium
LOT-2415,2024-07-01,W06,D008,0.96,93.2,36.94,1052.3,24.79,28.01,0,1524.732408630315,PASS,BIN1-Target
LOT-2415,2024-07-01,W07,D001,0.943,77.9,40.7,1033.2,31.67,20.96,0,1514.7069180980145,PASS,BIN1-Target
LOT-2415,2024-07-01,W07,D002,0.95,57.8,6.76,971.1,25.85,13.7,0,1528.894408453847,PASS,BIN1-Target
LOT-2415,2024-07-01,W07,D003,0.865,89.0,42.11,1076.6,26.76,55.49,0,1337.545431026117,PASS,BIN3-Below
LOT-2415,2024-07-01,W07,D004,0.938,61.2,28.91,1033.5,25.43,40.39,0,1524.0324030716727,PASS,BIN1-Target
LOT-2415,2024-07-01,W07,D005,0.897,93.4,36.37,1073.6,27.09,29.15,0,1413.7656618842993,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W07,D006,0.924,65.4,12.29,1129.8,26.18,46.25,0,1514.891403407802,PASS,BIN1-Target
LOT-2415,2024-07-01,W07,D007,0.881,114.1,39.38,964.2,30.06,33.81,0,1255.1812206459208,PASS,BIN3-Below
LOT-2415,2024-07-01,W07,D008,0.928,82.4,42.75,1137.2,22.97,46.95,0,1529.1388339809828,PASS,BIN1-Target
LOT-2415,2024-07-01,W08,D001,0.891,69.1,20.22,935.4,19.83,6.27,0,1418.455681820977,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W08,D002,0.923,71.1,20.54,910.6,28.39,40.73,0,1379.1301575784648,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W08,D003,0.893,44.1,34.05,922.3,22.77,40.41,0,1433.5742152860544,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W08,D004,0.972,125.0,31.01,1210.6,21.46,52.88,0,1527.475333046537,PASS,BIN1-Target
LOT-2415,2024-07-01,W08,D005,0.947,101.2,45.94,1058.1,18.55,36.74,0,1501.7120153869982,PASS,BIN1-Target
LOT-2415,2024-07-01,W08,D006,0.873,95.1,44.59,1116.2,15.91,30.04,0,1434.6268778092528,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W08,D007,0.829,64.4,21.55,1106.0,29.25,39.13,0,1343.8694384282928,PASS,BIN3-Below
LOT-2415,2024-07-01,W08,D008,0.967,91.5,33.91,800.0,19.83,39.22,0,1386.002887431252,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W09,D001,1.1,96.0,17.88,1006.7,17.02,42.27,0,1723.2295593884442,PASS,BIN0-Premium
LOT-2415,2024-07-01,W09,D002,0.861,79.4,49.69,1064.8,25.64,34.93,0,1390.3943914764036,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W09,D003,0.809,94.0,49.36,907.1,31.68,32.55,0,1150.2769264885378,FAIL,BIN4-Low
LOT-2415,2024-07-01,W09,D004,0.83,66.2,33.94,1083.0,28.6,60.0,0,1313.1999231268628,PASS,BIN3-Below
LOT-2415,2024-07-01,W09,D005,0.946,71.0,26.73,1160.8,17.86,44.56,0,1604.5039158373577,PASS,BIN0-Premium
LOT-2415,2024-07-01,W09,D006,1.067,63.1,41.92,843.3,28.13,43.25,0,1641.4616025356775,PASS,BIN0-Premium
LOT-2415,2024-07-01,W09,D007,0.932,59.4,32.63,923.2,10.56,48.24,0,1490.5276762151464,PASS,BIN1-Target
LOT-2415,2024-07-01,W09,D008,1.017,94.6,29.95,848.5,17.63,39.39,0,1499.2572629401193,PASS,BIN1-Target
LOT-2415,2024-07-01,W10,D001,0.912,79.8,22.26,930.8,23.23,49.54,0,1354.4259145129547,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W10,D002,0.802,103.5,32.33,859.7,27.83,29.69,0,1081.3505645913474,FAIL,BIN5-Reject
LOT-2415,2024-07-01,W10,D003,0.956,60.2,16.1,908.4,22.49,22.94,0,1504.051784360811,PASS,BIN1-Target
LOT-2415,2024-07-01,W10,D004,0.988,118.6,48.85,1094.4,21.11,39.65,0,1545.0299899225713,PASS,BIN1-Target
LOT-2415,2024-07-01,W10,D005,0.864,42.7,48.86,919.7,18.2,30.55,0,1429.619671336488,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W10,D006,0.918,76.5,31.03,852.2,19.39,29.66,0,1378.4534338314606,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W10,D007,0.894,53.8,58.9,1081.7,21.16,21.48,0,1569.009618997497,PASS,BIN1-Target
LOT-2415,2024-07-01,W10,D008,0.905,80.8,41.1,944.9,16.04,12.61,0,1447.2668233719028,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W11,D001,0.992,54.8,49.34,830.7,19.72,32.7,0,1569.8648175516148,PASS,BIN1-Target
LOT-2415,2024-07-01,W11,D002,0.939,98.8,44.86,1188.9,28.15,30.02,0,1550.455022504636,PASS,BIN1-Target
LOT-2415,2024-07-01,W11,D003,0.83,96.2,32.53,1110.2,21.44,60.0,0,1274.6874720671844,PASS,BIN3-Below
LOT-2415,2024-07-01,W11,D004,0.879,101.0,47.54,1005.6,23.12,27.1,0,1350.2553628527942,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W11,D005,0.928,59.5,61.24,1388.0,27.44,35.81,0,1761.1062846132136,PASS,BIN0-Premium
LOT-2415,2024-07-01,W11,D006,0.89,67.8,37.03,1060.3,22.01,46.57,0,1447.9221968172974,PASS,BIN2-Guardband
LOT-2415,2024-07-01,W11,D007,1.014,97.6,32.96,1138.6,19.44,59.55,0,1627.599267325732,PASS,BIN0-Premium
LOT-2415,2024-07-01,W11,D008,0.951,116.1,63.91,1277.2,29.09,38.83,0,1588.221304680529,PASS,BIN1-Target
LOT-2415,2024-07-01,W12,D001,0.904,100.6,31.56,800.0,20.15,26.56,0,1264.5132647511957,PASS,BIN3-Below
LOT-2415,2024-07-01,W12,D002,0.971,55.0,27.44,1110.5,24.76,47.49,0,1634.8747530207347,PASS,BIN0-Premium
LOT-2415,2024-07-01,W12,D003,0.961,78.6,45.03,985.3,28.55,34.28,0,1511.8393510993296,PASS,BIN1-Target
LOT-2415,2024-07-01,W12,D004,0.928,39.1,33.68,998.9,23.79,28.02,0,1569.8418037500114,PASS,BIN1-Target
LOT-2415,2024-07-01,W12,D005,0.938,85.3,57.14,1126.1,20.42,47.54,0,1557.455985210396,PASS,BIN1-Target
